control1,control2,control3
155.033333333333,134.5,141.866666666667
25.65,21.45,22.45
24.3,21.8,25.45
21,31.1,33.4
247.1,278.633333333333,260.6
5847.1,5382.43333333333,5607.86666666667
128.6,148.6,134.6
22.3,20.9,23.1
155.033333333333,156.6,153
81.3666666666667,70.9333333333333,80.8333333333333
92.9333333333333,79.6666666666667,96.7
123.8,117.533333333333,125.8
56,61.5,76.7
682.666666666667,645.933333333333,725.1
153.366666666667,118.4,189.1
112.266666666667,109.233333333333,120.3
90.2,95.8,97.2666666666667
34.45,26.05,32.35
23,25,28.95
47.15,43.25,44.75
484.133333333333,466.933333333333,510.833333333333
88,75.9666666666667,89.5333333333333
245.533333333333,218.133333333333,242.833333333333
70.4666666666667,59.7666666666667,70.9333333333333
19.7,14.9,19.7
100.466666666667,92.9666666666667,96.2
14.3,19.5,21.2
48.2,46.95,52.05
94.1666666666667,81.3333333333333,95.6666666666667
281.166666666667,238.3,272.066666666667
62.9666666666667,59.0666666666667,64.7666666666667
230.166666666667,213,242.633333333333
77.4333333333333,69.2666666666667,80.7333333333333
804,729.3,819.233333333333
569.633333333333,521.766666666667,602.7
49.8666666666667,43.6333333333333,51.2333333333333
124.1,91,125.6
19.7666666666667,18.8,20.7
33.9333333333333,34.6,37.8666666666667
396.3,401.633333333333,404.266666666667
36.9,27,24
1592.73333333333,1714.83333333333,1748.8
42.7666666666667,39,46.1666666666667
10.4,15,15.1
15.6,16.3,23.4
1509.36666666667,1279.43333333333,1549.43333333333
25,17.6,25.2
114.633333333333,112.633333333333,117.966666666667
14.4,14,15.1
8159.5,7131.33333333333,8353.86666666667
170.333333333333,159.9,183.2
413.8,313.466666666667,384.7
33.6333333333333,25.2,29.9
88.3666666666667,84.3333333333333,88.1
16.35,13.6,15.45
74.3,64.4666666666667,72.0333333333333
289.166666666667,278.1,294.7
174.5,163.75,164.55
56.4,52.7666666666667,61.0333333333333
267.8,209.566666666667,271.466666666667
123.933333333333,117.766666666667,121.466666666667
182.5,152.933333333333,193.033333333333
62.7,57.6,69.2
1257.3,1160.23333333333,1320.23333333333
62.4666666666667,58.8333333333333,59.3333333333333
32.45,26.15,31.55
22.9,19.8,24.6
73.65,69.65,63.75
415,355.9,414.866666666667
1945.53333333333,1815.56666666667,2060.96666666667
2053.06666666667,2050.06666666667,2090.53333333333
207.7,252.9,258.466666666667
107.4,100.1,102.833333333333
270.1,245.6,272
61.2333333333333,56.5666666666667,61.5
60.4666666666667,55.0666666666667,66.7666666666667
622.1,530.6,593.733333333333
488.733333333333,506.8,484.433333333333
1833.9,1566.03333333333,1755.76666666667
20,16.1,22.7
162.466666666667,143.3,168.933333333333
53,49.25,57
118.533333333333,124.766666666667,122.833333333333
17.1,15.6,17.3
69.2,84.5333333333333,77.5333333333333
1302.73333333333,1131.96666666667,1322.56666666667
8685.33333333333,7693.26666666667,8949.23333333333
426.2,370.733333333333,434.766666666667
5853.53333333333,5192.53333333333,6073.53333333333
117.2,107.4,105.566666666667
24.9333333333333,27.3,29.9
561.966666666667,557.2,567.8
48.6,45,42.7
4151.93333333333,3601.56666666667,4207.5
2981.16666666667,2406.06666666667,3100.86666666667
27.6,23.45,27.55
25.4,32.3,30.6
15,15.2,15.35
1892.53333333333,1639.46666666667,1882.26666666667
2090.5,1888.26666666667,2167.8
276.266666666667,241.733333333333,246.9
58.1,47.4666666666667,50.6333333333333
74.3333333333333,65.8666666666667,76.4333333333333
384.533333333333,386.133333333333,374.2
112.733333333333,130.766666666667,114.9
122.833333333333,105.966666666667,116.433333333333
47.2,40.7,49.4
156.133333333333,133.2,162.566666666667
577.233333333333,490.733333333333,577.033333333333
94.3,79.0333333333333,87.6333333333333
528.7,470.466666666667,538.566666666667
326.466666666667,293.866666666667,314.533333333333
4909.73333333333,4764.26666666667,4912.2
17,18.1,14.7
222.266666666667,240.033333333333,234.066666666667
255.466666666667,214.833333333333,249.8
22.3,13.1,21.9
747.533333333333,653.6,727.933333333333
897.733333333333,809.1,905.133333333333
599.466666666667,532.866666666667,608.766666666667
136.766666666667,124.133333333333,132.5
20.15,15.95,17.1
13.7,18.9,13.6
69.1333333333333,66.6,65.5333333333333
3659.23333333333,3204.43333333333,3624.76666666667
38.35,45.75,36.3
702.9,606.766666666667,719.033333333333
659.066666666667,624.666666666667,664.366666666667
1307.36666666667,1297.23333333333,1297.9
61.5666666666667,53.5,54.9
28.6,27.5333333333333,29.7
16,13.5,18.8
82.4666666666667,70.2,71.4666666666667
3913.06666666667,4145.4,4032.6
132.366666666667,129.533333333333,129.433333333333
120.166666666667,115.366666666667,120.033333333333
19771.6333333333,17233.7666666667,19927.6
436.8,408.3,429.5
20.6,15.6,18.2
40.0666666666667,45.7666666666667,47.0666666666667
61.3333333333333,54.1,62.2666666666667
40.5,38.4666666666667,44.4666666666667
511.3,491.533333333333,506.433333333333
9786.06666666667,8763.9,9898.2
37.9666666666667,34.9333333333333,36.9666666666667
121.3,108.833333333333,120.266666666667
361.133333333333,325.833333333333,375.8
1178.03333333333,1043.6,1170.26666666667
29.6666666666667,31.8666666666667,30.4333333333333
339.3,515.8,571.933333333333
16.4,14.6,18.4
42.5,37.75,40.35
1830.73333333333,1577.36666666667,1925.66666666667
1319.5,1119.36666666667,1328.53333333333
27.7,20.8,27.2
23.4,23.8,17.1
48.85,38.7,45.55
2465.9,2133.53333333333,2444.23333333333
4694.56666666667,3941.6,4706.56666666667
16.95,11.4,15.7
1002.16666666667,1094.76666666667,1029.13333333333
298.366666666667,250.166666666667,287.533333333333
5284.7,4496.13333333333,5702.1
36.05,35.35,35.85
1079.86666666667,1033.53333333333,1110.33333333333
413.2,382.8,441.3
83.1333333333333,95.5666666666667,88.7333333333333
1181.13333333333,978.933333333333,1147.13333333333
16.9,14,17.2
28.65,23.25,25.4
243.733333333333,216.766666666667,253.166666666667
587.433333333333,417.166666666667,507.033333333333
17.4,20.8,18.6
95,82.2,86.4666666666667
18.2,13.3,20.6
17.7,15,16.4
21.7,21.3,18.6
25.1,35.7,30.2
2273.4,2160.43333333333,2209.5
40.1333333333333,35.7666666666667,39.3
28.2,26.25,25.4
297.033333333333,268.566666666667,280.466666666667
86.6666666666667,77.9666666666667,84.2666666666667
36.8,33.75,44.1
620.666666666667,557.433333333333,646.533333333333
109.566666666667,100.833333333333,125.066666666667
24,23.9,28.6
7457.03333333333,7080.56666666667,7399.3
1267.43333333333,1324.13333333333,1253.76666666667
8032.36666666667,8291.76666666667,9042.46666666667
765.066666666667,655.866666666667,764.566666666667
188.733333333333,182.633333333333,189.3
482.1,442.966666666667,477.933333333333
4928.26666666667,4476.76666666667,5061.03333333333
13.1,13.5,13.6
18.2,17.3,12.2
53.6,43.1,29.2
447.6,434.566666666667,463.3
53,46.4333333333333,54.0666666666667
3495,3070.43333333333,3525.3
737.9,613.533333333333,700.666666666667
96.6333333333333,81.1,91.6
2625.9,2387.86666666667,2822.86666666667
102.866666666667,96.1666666666667,101.2
368.633333333333,311.6,353.066666666667
59.3666666666667,54.9666666666667,52.1666666666667
2228.8,2359.23333333333,2502.86666666667
166.566666666667,159.6,146
136.566666666667,119.4,135.066666666667
291.866666666667,266.033333333333,292.933333333333
25.7,26.85,27.1
1344.2,1338.46666666667,1369.56666666667
278.25,235.65,279.95
121.1,107.933333333333,127
158.233333333333,139.733333333333,155.933333333333
147.6,143.9,133.133333333333
91.9666666666667,77,90.0666666666667
43.4,42.3,42.4
857,768.533333333333,819.433333333333
23.7,21.1,25.3
66.85,53.95,65.35
94.6,74.8333333333333,87.1
203.433333333333,195.3,197.166666666667
33.6666666666667,32.6,37.3
1027.2,918.366666666667,983.133333333333
1161.16666666667,1138.03333333333,1274.9
13.7,17.9,19.8
21.85,17.45,17.5
122.333333333333,101.533333333333,114.966666666667
182.066666666667,148.1,193.133333333333
1834.16666666667,1613.7,1868
10.7,15.3,18.3
990.3,860.9,972.166666666667
208.066666666667,197,213.5
89.8666666666667,76.9,91.7666666666667
18.75,15.9,18.6
17,21.9,13.1
423.833333333333,379.933333333333,442.066666666667
275.233333333333,221.566666666667,259.133333333333
30.2,34.7,32.6
90.65,84.25,102.35
245.333333333333,211.633333333333,246.266666666667
876.366666666667,692.266666666667,817.1
40.2,29.3,31.5
233.366666666667,256.4,251.133333333333
817.433333333333,822.533333333333,968.6
312,297.8,314.9
48.6,51.9666666666667,48.6
97.7,87.9666666666667,96.5
34.9,32.35,31.65
153.233333333333,146,169.066666666667
285.6,251.066666666667,288.233333333333
22.95,24.5,26.85
925.566666666667,859.566666666667,982.033333333333
737.8,634.6,720.866666666667
42.9333333333333,35.9333333333333,46.0666666666667
662.433333333333,554.2,599.3
862.033333333333,748.2,853.266666666667
403.533333333333,382.433333333333,416.133333333333
171.833333333333,179.033333333333,167.3
164.8,138.133333333333,173.133333333333
29.9,34.6,37.4
17.8,16.85,15.15
29.8333333333333,28.2666666666667,31.3666666666667
80.8,77.3,79
305.8,262.166666666667,301.6
1719.1,1559.33333333333,1770.5
468.333333333333,430.033333333333,481.6
44.3,36.1,37.4
9639.3,8361.7,9925.73333333333
27.6666666666667,25.7,26.1
415.766666666667,402.4,417.3
109.5,102.666666666667,103.733333333333
43.4,43.8,49
110.366666666667,106.766666666667,115.033333333333
668.766666666667,571.4,663.733333333333
1108.26666666667,1090.2,1185.5
1672.73333333333,1522.13333333333,1817.96666666667
473.9,437.033333333333,482.533333333333
62.6,57,67.8333333333333
34,32.35,33.15
54,53.7,53.6
170.666666666667,145.733333333333,165.566666666667
47.9333333333333,54.5333333333333,52.1
66.8333333333333,62.9666666666667,69.9333333333333
59.3666666666667,43.8333333333333,57.2333333333333
93.2333333333333,69.5,87.7333333333333
673.3,307.366666666667,457.666666666667
1576.13333333333,1391.9,1551.16666666667
5737.1,4898.66666666667,5337.73333333333
41.3,45.6,47.7
12.75,16.6,14.5
50.5,46.35,51.5
175.5,180.166666666667,178.4
20.75,20.15,24.25
1962.5,1744.9,1947.5
50.45,39,50.4
167.733333333333,129.333333333333,168.1
45.95,45.45,54.65
2048.3,1743.36666666667,1893.43333333333
1654.46666666667,1439.63333333333,1669.9
28.8,27.7,26.7
19.9,24.6,23.4
114.166666666667,109.366666666667,109.333333333333
360.366666666667,361.1,401.4
38.7,30.2,35.9
128.333333333333,115.8,119.166666666667
21.1,21.8,22.8
24.7333333333333,17.8333333333333,21.5333333333333
782.166666666667,719.066666666667,759.233333333333
212.866666666667,191.166666666667,206.066666666667
476.666666666667,430.6,492.033333333333
77.3666666666667,80.8333333333333,88.1666666666667
44.25,36.3,42.5
48.1,42.1666666666667,38.3666666666667
18848.3333333333,17963.0666666667,19803.5333333333
77.7666666666667,65.7333333333333,73.6666666666667
1625.86666666667,1464.26666666667,1604.23333333333
1068.3,931.533333333333,1087.3
70.4333333333333,73.3333333333333,78.6
16.9,11.3,14.1
3122.13333333333,3112.3,3118.96666666667
949.8,843.533333333333,956.4
52.4,49.4,48.7333333333333
146.433333333333,140.466666666667,137.133333333333
62.1,57.5666666666667,68.7333333333333
470.3,458.3,459.733333333333
292.966666666667,245.933333333333,293.5
67.7666666666667,67.7666666666667,66.2666666666667
505.366666666667,524.1,608.8
35.8,29.8,38.3
138.4,134.6,143.033333333333
56.6666666666667,43.3333333333333,51.6
21.0333333333333,21.4666666666667,21.5333333333333
27.2,30.75,32.3
37.7666666666667,37.2,34.5333333333333
423.733333333333,470.633333333333,439.7
1189.33333333333,1033.5,1186.4
27.85,24,28.3
1935.93333333333,1670.43333333333,1944.13333333333
429.833333333333,435.233333333333,490.833333333333
31.6,34.1,38.3
1539.66666666667,1340.7,1488.36666666667
571.533333333333,505.8,579.433333333333
56.0333333333333,48.6333333333333,57.1666666666667
35.0666666666667,29.7333333333333,28.5333333333333
105.033333333333,78.7666666666667,94.9666666666667
284,291.233333333333,312.666666666667
14,16.1,13.8
118.5,123.4,123.5
14.6,15.9,16
10585.6333333333,9929.53333333333,10473.6
77.7,75.5333333333333,68.4333333333333
158.6,144.333333333333,155.466666666667
437.2,395.033333333333,433.933333333333
41.3666666666667,39.8666666666667,47.2333333333333
779.266666666667,751.9,784.333333333333
95.95,85.4,89
14.7,14.6,15
79.5,72.2666666666667,86.9
924.233333333333,843.433333333333,951.7
256,212.433333333333,245.5
427.666666666667,381.166666666667,430.433333333333
64.4333333333333,69.9666666666667,73.0666666666667
66.95,68.4,68.3
16.7,14.8,21.8
88.9666666666667,69.9666666666667,73.0666666666667
166.6,136,164.2
16.3,13.5,17.4
940.066666666667,980.1,896.266666666667
1350.66666666667,1216.8,1308.1
18.2,14.6,17.3
103.1,100.833333333333,131.633333333333
1201.96666666667,1132.2,1304.1
59,50.2,58.8
13.4,14,11.3
197.766666666667,187.633333333333,187.2
32.85,30.2,24.05
212,202.1,236.3
14.5,14.8333333333333,20.9333333333333
39.5,43.6333333333333,42.3333333333333
11.15,16.55,17.05
166.633333333333,140.7,167
2037.66666666667,1768.76666666667,1968.96666666667
19.9,28.5,30
3076.06666666667,2813.56666666667,3056.2
610.233333333333,538.833333333333,617.3
55.3,56.6,57.8
154.533333333333,127.3,134.1
868.066666666667,815.766666666667,882.133333333333
22.3,13.1,15
241.5,244.733333333333,233.233333333333
19.55,18.15,21.9
22.85,30,26.7
77.7,70,61.7
81.1,59.3666666666667,70.9
479.733333333333,465.9,491.833333333333
150.8,132.3,130.6
27.85,17,25.1
708.4,641.733333333333,689.533333333333
245.533333333333,232.466666666667,240.833333333333
483.266666666667,462.2,487.8
45.7,36.6,36.2
65.3666666666667,78.9666666666667,79.6333333333333
290.033333333333,271.033333333333,297.933333333333
549.433333333333,574.333333333333,615
37.1333333333333,34.8333333333333,34.3333333333333
76.4666666666667,68.3666666666667,91.1333333333333
19.4,17.6,12.3
444.2,394.566666666667,450.6
61.5,50.5666666666667,66.6666666666667
800.9,663.733333333333,759.5
1147.46666666667,1095.53333333333,1035.06666666667
637.933333333333,587.9,681.266666666667
28.4,28.9,22.3
114.833333333333,96.1666666666667,113.866666666667
686.5,664.133333333333,792.966666666667
392.4,327.9,355.533333333333
35.6,38.7,38.9
91.4666666666667,80.6666666666667,94.9666666666667
43.9666666666667,45.1333333333333,41.4
1248.93333333333,1135.86666666667,1220.7
403.166666666667,321.433333333333,391.9
46.4333333333333,40.6666666666667,39.2333333333333
4509.33333333333,3988.43333333333,4491.86666666667
726.3,726.5,746.5
84.95,83.2,81.65
38.25,29.8,34.35
13.1,17,17.9
33.1666666666667,28.5666666666667,30.4
28.9,22.25,24.9
75.1333333333333,70.4333333333333,70.5
135.8,136.933333333333,131.433333333333
144,111.666666666667,137.2
605.166666666667,537.133333333333,571.366666666667
255.4,244.5,273.566666666667
37.4666666666667,33.1333333333333,40.9666666666667
311.866666666667,294.533333333333,326.766666666667
68.3333333333333,59.2666666666667,67.4
248.966666666667,219.466666666667,236.733333333333
20.1333333333333,23.2666666666667,19.4
234.266666666667,217.466666666667,236.566666666667
286.633333333333,291.266666666667,298.466666666667
300.633333333333,284.033333333333,304.8
503.866666666667,484.366666666667,506.566666666667
606.033333333333,586.5,585.8
512.1,458.166666666667,537.466666666667
44.9,37.6,36.25
48.7,33.85,45.45
135.7,121.8,135.2
34.6,35.4,37.7
67,64.8,65.9
42,35.4,45.6
189.2,171.8,175.2
138.233333333333,142.366666666667,152.766666666667
36.3,32.4,35.9
176.433333333333,161.566666666667,185.033333333333
269.733333333333,245.433333333333,276.2
36.9,38,32.3
241.833333333333,213.133333333333,224.566666666667
16.3,16.4,18.3
42.7666666666667,40.6666666666667,45.0666666666667
282.766666666667,261.766666666667,299.2
27.2,25.8,26.1
837.533333333333,976.466666666667,947.266666666667
126.1,112.433333333333,129.566666666667
118.466666666667,98.2333333333333,109.3
395.133333333333,358.966666666667,388.666666666667
170.366666666667,145.266666666667,153.633333333333
153.333333333333,127.366666666667,145.266666666667
14.3,16.9,17.2
115.066666666667,98.7,108.133333333333
156.466666666667,129.433333333333,162.9
155.2,95.9,116.5
72.4,66.3,71.6
129.7,109.6,126.1
1169.73333333333,1135.66666666667,1137.9
148.1,133.2,137.866666666667
29.05,27.55,25.85
20.4,14.6,25.2
60.7,55.8666666666667,58.6
138.433333333333,144.666666666667,140.666666666667
464.5,484.6,447.066666666667
68.85,72.3,68.95
44.7666666666667,40.2666666666667,44.0666666666667
51,48.2666666666667,57.6
217.3,220.433333333333,195.7
24.2,16.2,18.9
250.133333333333,207.033333333333,239.066666666667
2358.2,2316.03333333333,2572.36666666667
60.3,45.8666666666667,58.4333333333333
3729.73333333333,3496.3,3968.8
263.6,218.266666666667,258.666666666667
52.4666666666667,51.6666666666667,59.4333333333333
3976.36666666667,3220.23333333333,3709.3
1935.6,1861.03333333333,2010.16666666667
48.3,49.8333333333333,48.4333333333333
19.9,19,16.4
13.7,13.9,12.8
148.2,141.7,140.333333333333
22.55,19.05,21.35
130.566666666667,116.833333333333,127.366666666667
243.666666666667,213.166666666667,242.033333333333
50.2333333333333,50.5,60.5333333333333
264.266666666667,229.166666666667,267.9
23.9,23.6,26.05
67.7,59.35,69.6
52.05,40.4,49.65
17.95,15.7,14.65
3797.26666666667,3271.6,3673.63333333333
320.533333333333,294.633333333333,335.233333333333
15.6,17.4,14.2
5602.53333333333,5154.76666666667,6348.23333333333
724.4,850.366666666667,833.866666666667
10.7,14.6,19.3
17.9,18,11.4
107.366666666667,104.566666666667,104.466666666667
475.266666666667,497.266666666667,458.6
103.666666666667,104.833333333333,130.3
1560.93333333333,1542.56666666667,1534.6
61,61.3,61.4
26.8666666666667,23.9666666666667,25.1
2326.5,2237.93333333333,2346.16666666667
132.166666666667,118.7,143.033333333333
348.833333333333,334.533333333333,350.366666666667
16.3,13.2,19
758.366666666667,686.7,751.633333333333
86.7666666666667,77.4666666666667,88.3333333333333
140.6,115.166666666667,138.6
98.9666666666667,82.1666666666667,91.8
17,16.1,18.2
17.55,16.55,12.75
63.7666666666667,62.9666666666667,62
35.35,32.3,34.35
1146.56666666667,1034.36666666667,1139.63333333333
706.433333333333,620.6,638.933333333333
66.6333333333333,67,72.5666666666667
247.233333333333,270.7,242.7
160.6,135.266666666667,145.766666666667
192.633333333333,176.566666666667,209.8
107.166666666667,100.766666666667,100.2
404.633333333333,459.533333333333,418.6
1052.83333333333,933.566666666667,1038.46666666667
19.2,15.6,19
33.5333333333333,35.7,38.4666666666667
92.7,48.8,68.15
3233.33333333333,2541.03333333333,3041.16666666667
22.1333333333333,20.3666666666667,18.8333333333333
20,21.6,19
60.2,60.9666666666667,67.2666666666667
142.266666666667,137.933333333333,143.533333333333
78.1,80.5,92.9
23.1,17,19.3
9.4,16.9,13.9
30.5333333333333,27.5,27
24.3,18.7,19.4
170.966666666667,159.2,175.2
23.05,20.25,22.75
35.65,39.4,39.7
60,49.7333333333333,60.4333333333333
95.3,108.8,111.266666666667
1005.8,1017.1,999.9
232.65,193.15,216.35
613.6,533.6,585.3
64.9666666666667,63.2,62.1
69.5,79.9666666666667,81.1
45.3,44.2,45.1666666666667
30,44.2,46.35
17.3,13.9,15.5
1575.73333333333,1596.7,1662.23333333333
948.066666666667,829.866666666667,948.233333333333
62.0666666666667,57.9333333333333,60.7333333333333
55.4,45.3666666666667,42.6
62.0333333333333,55.1666666666667,62.9333333333333
638.5,569.733333333333,596.333333333333
519.033333333333,451.066666666667,518.4
420.733333333333,376.766666666667,358.433333333333
340.066666666667,325.166666666667,328.933333333333
283.333333333333,304.566666666667,278.133333333333
123.9,80.1333333333333,100.433333333333
68.2333333333333,68.8666666666667,66.7
67.0333333333333,68.0333333333333,69.1333333333333
53.5,55.7,50.6
30.2333333333333,26.3333333333333,28.1666666666667
223.166666666667,222.433333333333,214.766666666667
704.166666666667,520.6,574.566666666667
3618.8,3504.53333333333,3701.46666666667
948.1,1060.4,979.166666666667
17.1,18.9,15
27.15,24.3,20.75
211.733333333333,180.933333333333,208.166666666667
1639.66666666667,1533.36666666667,1608.4
44.3,44.9,37.6
16.4,14.4,18.3
859.4,747.5,859.466666666667
8379.7,7574.7,8501.63333333333
16.6,14.9,21.1
2676.3,2641.36666666667,2709.33333333333
12.6,14.3,13.9
13.1,16.5,18
26.15,20.3,26.1
47.2666666666667,48.9333333333333,43.6
20.1,27.1,28.6
2482.9,2159.06666666667,2404.06666666667
116.4,110.066666666667,109.1
349.333333333333,303.733333333333,347.366666666667
33.1,24.1,34.5
36.15,33.6,36.3
14,25.8,22.4
36,30.8,31.7
843.766666666667,702.166666666667,719.733333333333
168.533333333333,150.233333333333,164.9
19.45,23.25,22.6
5968.7,5600.13333333333,5845.33333333333
145,145.333333333333,139.3
82.6,90.05,98.2
122.666666666667,123.9,130.933333333333
1887.6,1674.93333333333,1725.43333333333
897.633333333333,788.9,899.433333333333
606.5,549.633333333333,614.7
282.366666666667,275.966666666667,297.8
230.266666666667,246.366666666667,229.633333333333
81.5,85.2333333333333,82.3
71.5333333333333,65.1333333333333,65.7333333333333
17,20.25,15.95
36.45,38.6,37.2
126.566666666667,125.433333333333,117.033333333333
481.433333333333,436.5,470.633333333333
50.6666666666667,46.4,44.4333333333333
6043.26666666667,5888.7,5965.5
576.633333333333,476.933333333333,541.466666666667
50.4,54.5,58.2
369.6,332.033333333333,366.666666666667
935.666666666667,842.066666666667,900.066666666667
