control1,control2,control3
42.6666666666667,33.8,37.8333333333333
751.666666666667,752.233333333333,701.966666666667
63,56.3666666666667,59.2666666666667
14.9,13.2,8.8
314.133333333333,298.033333333333,325.8
4008.83333333333,3651.8,3740.96666666667
11547.0333333333,10433.0333333333,11571.6333333333
599.266666666667,540.933333333333,573.866666666667
474.6,496.733333333333,471.166666666667
11.6,12.2,14.8
22.5,21.7,20.2
36.3666666666667,35.0333333333333,36.1666666666667
155.166666666667,154.533333333333,151.4
1195.43333333333,1026.76666666667,1160.96666666667
103,82.0666666666667,88.9666666666667
3981.16666666667,4657.56666666667,5520.23333333333
50.0333333333333,52.4,47.3666666666667
383,322.133333333333,360.966666666667
42.4333333333333,41.9333333333333,42.6
98.2666666666667,84.3333333333333,85.4
66.05,71.6,67.3
58.4,67.7333333333333,63.9
55.35,50.4,44.3
63.8333333333333,56.3,68.0333333333333
977.466666666667,1018.03333333333,992
47.7,33.55,41.15
48.7,47.2,43.9
1969.03333333333,1928.93333333333,1970.23333333333
41.7,44.3,39.4
56.4,57.7333333333333,68.1333333333333
29.5333333333333,29.8333333333333,31.8666666666667
35.2,24.25,31.5
64.4666666666667,47.6666666666667,58.8333333333333
14.6,15.15,15.05
173.4,145.4,173.766666666667
21.3,24.6,21.1
210.933333333333,194.133333333333,198
625.7,519.5,571.166666666667
150.733333333333,145.533333333333,158.133333333333
30,25.5,34.55
17.05,16.25,16.25
20.3,19.7,18.8
13.1,10.8,13.4
207.666666666667,162.066666666667,200.2
33.85,25.55,32.85
167.8,163.033333333333,176.733333333333
89.9333333333333,78.9,87.2
117.8,111.3,99.5
27.4333333333333,32.3,30.6
159,162.5,164.45
95.8,77.8333333333333,87.8
39.9,35,35.3
34.15,33.3,33
8.9,13.4,15.2
312.8,296.133333333333,308.933333333333
499.4,447.9,491.533333333333
179.5,174.766666666667,191.233333333333
20.95,21.35,25.4
15.6,9,12.9
207.533333333333,202.7,212.566666666667
3623.3,3475.46666666667,3564.93333333333
497.133333333333,461.066666666667,451.966666666667
1689.46666666667,1421.43333333333,1753.4
52.8,50.8,44.8
304.666666666667,281.366666666667,309
317.233333333333,290.866666666667,322.833333333333
331.4,299.1,342.766666666667
41.1,41.8,40.8
122.1,121.7,113.9
136.7,120.766666666667,131.166666666667
52.5,41.3,40
20.9,24.85,22.7
45.6,41.7,39.6
1234.53333333333,1075.7,1217.53333333333
30.15,26.8,26.35
142.1,130.866666666667,133.3
5163.23333333333,5445.13333333333,5134.53333333333
240.766666666667,217.033333333333,223.2
28.1,34.85,30.45
33,25.6,33.9
74.5666666666667,82.0666666666667,77.9333333333333
46.6666666666667,52.2333333333333,54.5
6520.53333333333,6334.4,6689.5
110.3,108.7,110.3
3687.43333333333,3333.43333333333,3789.46666666667
1052.63333333333,1072.7,1007.46666666667
17.05,17.4,16.7
181.333333333333,177.633333333333,198.833333333333
785.433333333333,760.233333333333,822.633333333333
30.7,33.9,34.6
35.9,37,34.7
503.6,515.066666666667,483.566666666667
15.9,8.8,17.6
189.566666666667,162.4,161.733333333333
28.8666666666667,25.6,28.7666666666667
30.2,35.5666666666667,31.2333333333333
16.6,12.5,9.8
72.6,73.9333333333333,64.6333333333333
102.933333333333,69.2666666666667,76.6666666666667
34.05,47.6,42.5
66.7666666666667,60.0333333333333,62.2666666666667
116.066666666667,101.7,111.733333333333
1206.16666666667,1071.9,1200.5
31.7,27.5,31.4
48.7333333333333,49,53.6666666666667
63.3666666666667,68.5333333333333,68.0666666666667
23.9,26.3,29.6
137.266666666667,131.133333333333,106.033333333333
73,77.3,83.6
98.7666666666667,103.466666666667,106.1
103.966666666667,98.9333333333333,100.266666666667
662.8,732.4,664.366666666667
294.666666666667,288.966666666667,281.7
462.033333333333,447.666666666667,468.6
162.333333333333,137.766666666667,158.866666666667
98.1,109.2,128.166666666667
507.433333333333,449.933333333333,487.666666666667
18,19.2,20.6
1129.46666666667,995.133333333333,1128.06666666667
95.1666666666667,82.5,94.7
21,19.7,19
278.8,249.466666666667,263.066666666667
21.9,16.4,18.8
67.9,82.5,74.5666666666667
136.2,121.9,135.9
493.2,421.766666666667,495.166666666667
109.333333333333,106.2,104.833333333333
80.2,78.75,85.7
56.0666666666667,53.1,57.1333333333333
692.466666666667,635.833333333333,730.3
34255.2333333333,31045.8666666667,36651.4
360.4,352.233333333333,392
54.6,54.8,52
36.5,33.8333333333333,38.8666666666667
2547.53333333333,2773.86666666667,2478.8
380.533333333333,354.2,383.1
141.866666666667,129.733333333333,136.533333333333
92.6666666666667,78.3666666666667,90.6
182.4,194.95,188.4
83.2333333333333,82.3,81.3
14.1,16.55,17.95
18.2,15.55,17.1
1564.96666666667,1547.33333333333,1650.66666666667
24.8333333333333,24.1333333333333,24.4
52.9,49.7,48.2
401.133333333333,419.2,433.1
58.55,53.65,59.3
30.1,28.6,32.4
52.5333333333333,57.0666666666667,56.4333333333333
20.4,18.6,22.9
16.2,17.85,17.1
65.4,68.1666666666667,65.4333333333333
19219.7,19992.6666666667,18642.9666666667
10442.5,9855.4,10351.3
110.666666666667,97.5333333333333,106.866666666667
30.45,28.95,29.65
170.8,169.366666666667,160.8
14.7,11.6,13.5
175.166666666667,176.466666666667,169.666666666667
203.833333333333,166.566666666667,184.466666666667
50.7,47.6,53.5
39.15,42.35,38.7
368.7,366.933333333333,373.4
27.2333333333333,29.1666666666667,26.6
64.1333333333333,59.1333333333333,60.7333333333333
345.466666666667,336.066666666667,349.233333333333
28.45,25.65,29.35
55.95,77.55,71.8
1047.36666666667,1019.83333333333,1023.93333333333
28,29.3,32.7
25.6,25.8333333333333,24.1333333333333
241.033333333333,249.133333333333,249.766666666667
18.15,19.15,17.95
23.3333333333333,20.0333333333333,25.0333333333333
72.6333333333333,64.9666666666667,66.7
19.2,15.3,17
27.05,31.55,27.3
89.45,89.95,91.2
793.333333333333,856.933333333333,880.833333333333
379.733333333333,353.3,377.466666666667
81.75,76.2,75.05
21.1333333333333,22.3,22.8666666666667
69.7,43.2,51.1
1544.63333333333,1476.8,1597.2
22.9,24.8,25.1
28.2,25.5,31
16.3,19.1,18.8
31.4,28.5,26.3
48.1,51.6,45
167.433333333333,163.333333333333,163.6
32.7,26.9666666666667,28.8
201.833333333333,193.3,198.233333333333
48.3666666666667,50.7,53.8
40.7,44.6666666666667,43.8333333333333
2188.76666666667,2098.33333333333,2163.6
379.366666666667,381,373.2
41.9,37.6,41.8
124.1,117.566666666667,131.1
11.3,13.3,15.5
103.066666666667,106.833333333333,93.0666666666667
131.9,138.5,144.266666666667
140.333333333333,132.9,135.6
23.9,33.4,29.2
304.266666666667,275.333333333333,295.833333333333
55.5666666666667,53.8666666666667,52.5
132.533333333333,129,137.566666666667
791.766666666667,787.466666666667,790.633333333333
99.9,98.8333333333333,117.5
66.1,55.4,62.5333333333333
1119.83333333333,1000.9,1087.36666666667
323.133333333333,296.766666666667,343.966666666667
33.4,26.1666666666667,26.8333333333333
44.6333333333333,44.6333333333333,43.8
375.766666666667,314.9,335.3
329.666666666667,312.5,320.4
242.533333333333,239.166666666667,236.7
263,279.966666666667,285.1
1185.66666666667,1122.26666666667,1200.4
66.4333333333333,65.9,64.6666666666667
48.85,45.75,48.45
4463.8,4098.63333333333,4341.6
931.033333333333,835.166666666667,909.266666666667
806.133333333333,831.066666666667,757.166666666667
41.7,35.15,35.4
491.533333333333,619.633333333333,520.733333333333
23.4,18.8,29.4
90.9,82.5666666666667,82.9
233.333333333333,218.066666666667,229.166666666667
143.7,117.366666666667,134.1
49.3,47.2,51.9333333333333
61,61.4,50.8
82.1666666666667,68.6666666666667,76.0333333333333
109,90.75,95.2
218.766666666667,200.4,209.866666666667
47.7,48.3,53.3333333333333
116.5,98.3666666666667,111.733333333333
214.4,153.1,190.466666666667
23.8,25.75,25.65
31.9666666666667,25.9,27.8666666666667
1692.2,1583.86666666667,1660.6
45.75,63.85,50.6
122.666666666667,106.466666666667,115.666666666667
251.8,241,240.066666666667
3305.5,4873.56666666667,4278.26666666667
218.933333333333,189.933333333333,197.266666666667
709.933333333333,687.5,699.066666666667
50.2,46.7,55
767.466666666667,720.2,750.366666666667
405.4,338.3,379.5
231.166666666667,222.2,245.733333333333
304.4,310.4,313.066666666667
348.466666666667,367.366666666667,348.966666666667
45.9333333333333,43.7666666666667,45.1333333333333
63.6,52.9,53.6
455.033333333333,350.8,409.3
1118.83333333333,1097.46666666667,1113.86666666667
70.5333333333333,64.6666666666667,67.0666666666667
37.2,36.9333333333333,37.9
389.233333333333,406.433333333333,401.6
177.7,180.2,178.2
46.0333333333333,49.3666666666667,53.9333333333333
17.9,15.8,14.2
2549.36666666667,2432.1,2478.8
148.733333333333,129.333333333333,118.966666666667
71.4333333333333,66.0666666666667,70.6333333333333
413.666666666667,389.5,406.6
73.9333333333333,96.4,82.3333333333333
94.3333333333333,83,71
338.866666666667,280.5,326.266666666667
1128.83333333333,1046.96666666667,1172.36666666667
40.4,34.1,42.8
51.45,46.2,48.1
32.8,22.8,27.55
45.2,47.45,52.1
1376.93333333333,1425.43333333333,1367.23333333333
37,40.6,47.3
672.5,705.4,668.766666666667
19.5666666666667,18.3333333333333,14.6333333333333
177.533333333333,167.166666666667,178
62.15,59.6,56.05
55.85,47.7,47.45
56.2666666666667,46.1,56.8
62.5,57.5333333333333,61.2
327.566666666667,321.933333333333,342.2
101.8,97.7333333333333,97.0333333333333
33.3,36,36.1
237.166666666667,221,230.633333333333
106.366666666667,113.066666666667,115.566666666667
402.233333333333,358.866666666667,387.466666666667
15.6,13.4,15.55
42.2333333333333,41.3333333333333,39.4666666666667
305.033333333333,303.7,291.6
208.033333333333,247.866666666667,294.366666666667
5535.33333333333,5511.2,5655.3
127.1,106.5,114.233333333333
3660.63333333333,4404.33333333333,3791.83333333333
4694.1,3981.46666666667,4316.1
433.033333333333,501.9,490.866666666667
21.3,14.2,24.5
155.566666666667,136.266666666667,146.266666666667
49.2333333333333,44.5,48
57.3666666666667,54.2,63.2666666666667
152.1,157.866666666667,152.966666666667
120.666666666667,112.433333333333,121.333333333333
57.5,60.2333333333333,62.6
713.8,579.7,685.933333333333
92.5,88.8666666666667,91.7666666666667
105.3,100.533333333333,111.8
18.1,27.6,28.7
310.366666666667,298.1,312.733333333333
1037.26666666667,1240.33333333333,1123.7
53.2,60.3,56.45
109.666666666667,96.4666666666667,104.533333333333
69.1,59.1,68.8
35.7,38.9666666666667,33.6666666666667
203.433333333333,178.666666666667,210.533333333333
270.333333333333,264.966666666667,267.933333333333
11.3,14.35,15.5
1000.63333333333,822.6,949.6
457.7,422.366666666667,433.566666666667
889.333333333333,883.766666666667,876.2
2922.63333333333,2691.9,2943.66666666667
24.95,27.55,29.45
543.2,511.2,567.233333333333
20.2666666666667,18.1,16.5333333333333
15.7,13.1,15.9
114.833333333333,110.633333333333,110.2
15.05,15.65,13.45
736.133333333333,652.666666666667,711.533333333333
306.5,285.666666666667,292.566666666667
36.7,28.4,35.1
371.3,340.566666666667,379.233333333333
38.4,30.4,38.8
177.5,163.133333333333,162.466666666667
14.55,12.4,13.15
13,13.3,13.6
26,21.7,22.7
63.4,37.8,52
29.2666666666667,26.0333333333333,23.9666666666667
56.6333333333333,51.6333333333333,46.2
24.95,23.75,20.3
1781.43333333333,1740.13333333333,1734.1
136.866666666667,132.133333333333,136.3
3565.9,3385.43333333333,3565.16666666667
3489.73333333333,3065.53333333333,3320.86666666667
18.4,15.8,18
27.2,28.8,30.6333333333333
19.4333333333333,19.3666666666667,20.2333333333333
21.4,18.5,14.2
98.2,91.9,90.1666666666667
169.533333333333,175.866666666667,158.066666666667
89.1666666666667,79.3,86.4333333333333
6141,6203.76666666667,5886.4
19.6,19.4,17.3
774.1,753.933333333333,747.7
397.066666666667,360.166666666667,392.766666666667
21.95,19.8,16.75
17.45,17.75,16.05
19.65,20.3,20.6
383.133333333333,312.233333333333,354.633333333333
446.1,451.533333333333,476
62.0333333333333,63.6666666666667,61.5
749.166666666667,817.666666666667,821.833333333333
41.1666666666667,46.4,46.9
214.766666666667,185.366666666667,202.533333333333
378.066666666667,325.366666666667,340.333333333333
978.133333333333,966.7,1004.23333333333
71.95,76.3,87.15
877.466666666667,860.8,906.133333333333
19.3333333333333,16.9666666666667,16.4333333333333
72.3,76.0666666666667,73.5
96.5666666666667,101.7,109.2
350.033333333333,257.333333333333,324.266666666667
13.1,13.9,18.6
133,111.066666666667,130.1
1206.3,1128.96666666667,1236.8
468.933333333333,464.766666666667,467.933333333333
357.066666666667,292.3,359.133333333333
24,17.7,25.5
16.9,16.8,19.2
18.55,15.5,20.1
104.533333333333,87.0333333333333,98.0666666666667
154.566666666667,161.566666666667,148.3
948.266666666667,933.166666666667,978.066666666667
13.4,10.9,13.9
188.7,186.066666666667,197.4
17.3,14.35,14.6
180.5,178.1,191.4
32.6,27.15,29.8
87.6333333333333,81.7666666666667,88.7666666666667
767.166666666667,674.5,710.333333333333
150.033333333333,145.633333333333,151.1
38.3,40.6,39.8
48.4,42.85,44.75
19.4333333333333,19.0333333333333,18.7666666666667
96.35,90,90.25
23.7,21.1333333333333,23.6666666666667
93,80.2,84.35
85.75,81.95,73.95
2315.6,2029.1,2252.73333333333
1153,1256.93333333333,1200.13333333333
183.4,178.133333333333,179
16,19.5,12.6
287.733333333333,265.333333333333,297.7
22.6333333333333,21.4666666666667,24.9666666666667
87.7,79.6,65.4
148.8,133.833333333333,136.5
47.4666666666667,43.7,42.6333333333333
31.7666666666667,28.8333333333333,29.6333333333333
67.0666666666667,65.1,61.5
68.95,57.2,66.45
1704,1725.4,1727.93333333333
642.266666666667,587.533333333333,606.766666666667
830.2,929,824.466666666667
177.466666666667,144.266666666667,164
65,66.55,67.45
20.7,12.8,16.4
185.6,217.9,194.7
302.533333333333,270.633333333333,296.766666666667
57.45,52.2,50.1
172.033333333333,170.133333333333,165.433333333333
97.5666666666667,85.7666666666667,81.0666666666667
68.15,74.65,71.05
3628.46666666667,3477.43333333333,3611.3
639.4,584.666666666667,604.033333333333
233.366666666667,224.9,235.666666666667
36,26.2666666666667,34.8666666666667
157.7,148.4,169.866666666667
2971.5,2711.16666666667,2837.26666666667
25.4,22.7,21.4
74.5,62.3,72.3
23.8,23.6666666666667,24.8333333333333
58.1,32.7,48.6
37.95,41.7,42.8
69.75,57.95,67.95
32.35,37.3,36
823.8,813.033333333333,821.5
29.55,24.3,23.45
275.2,256.566666666667,283.1
59.1333333333333,60.6333333333333,55.6666666666667
2303.23333333333,2154.1,2452.43333333333
266.066666666667,276.166666666667,270.633333333333
25.2,27.9,22.8
38.5,37.3666666666667,36.4
83.4666666666667,73.9666666666667,77.1666666666667
105.766666666667,121.6,111.066666666667
673.5,656.066666666667,660.366666666667
38.45,34.35,35.8
414.2,357.666666666667,414.333333333333
50.1,44.6,48.55
44.6,38.7,35.2
54,42,46.8666666666667
141.4,137.133333333333,145.433333333333
99.3666666666667,97.4333333333333,96.8
32.15,30.85,31.4
133.9,132.1,136.5
83.4666666666667,79.4666666666667,76.9666666666667
112.433333333333,118.033333333333,113.166666666667
60.4,56.8333333333333,61.7666666666667
134.566666666667,133.1,127.566666666667
233.133333333333,241.033333333333,225.1
55.3,56.2333333333333,53.5
882.133333333333,852.366666666667,833.6
584.366666666667,612.866666666667,591.5
75.4,75.1,76.7
2044.53333333333,2556.2,2216.33333333333
27.2,26.6,30.15
31.1,26.6666666666667,27.9666666666667
23.15,14.65,23.35
24.7666666666667,23.1333333333333,28.2
208.366666666667,203.433333333333,204.733333333333
15695.8666666667,16687.1666666667,15356.3666666667
76.8,70.2,70.1
262.033333333333,253.366666666667,268.533333333333
20.3333333333333,17.5333333333333,20.8333333333333
88.5666666666667,80.7,85.3
620.266666666667,592.233333333333,647.9
83.8333333333333,77.6333333333333,83.0333333333333
21.9,25.5,19.8
127.6,154.5,149.066666666667
1929.53333333333,1884,1885.83333333333
31,28.4,29.4
1610.26666666667,1559.5,1540.06666666667
88.4666666666667,82.8666666666667,85.6666666666667
78.8666666666667,72.7333333333333,79.8
41.3,43.4333333333333,48.3666666666667
17.9,16.7333333333333,16.4
427.5,417.033333333333,395.9
121,125.8,123.233333333333
288.366666666667,227.666666666667,279.8
67.6,66.2,63.45
296.1,270.533333333333,283.2
89.1333333333333,86.3666666666667,96.4
36.2,36.2,40
82.3,76.2,84
27.7,28.55,29.15
40.3,46.6333333333333,40.3666666666667
7885.1,7557.66666666667,7812.33333333333
23.2,25.3,29.7
64.4666666666667,55.2666666666667,62.3
360.966666666667,341.5,367.3
132.9,130.166666666667,129.9
55.6666666666667,57.9,58.0333333333333
45.5,44.7,46.25
754.066666666667,751.466666666667,802.5
110.9,107.166666666667,106.8
177.833333333333,160.566666666667,166.033333333333
77.1333333333333,80.3666666666667,74.4666666666667
1306.13333333333,1268.53333333333,1344.86666666667
40.05,42.2,38.35
162.3,150.133333333333,151
200.233333333333,197.866666666667,190.8
45,40.2,42.9
112.666666666667,120.933333333333,116.733333333333
71.7666666666667,65.5333333333333,71.3666666666667
154.666666666667,147.9,151.1
487.566666666667,440.566666666667,490.2
180.666666666667,208.166666666667,194.166666666667
15.4,11.3,11.7
404.066666666667,379.1,408.9
309.366666666667,295.133333333333,312.466666666667
236.566666666667,242.166666666667,238.866666666667
36.2,39.25,36.85
41.7333333333333,31.5333333333333,37.6333333333333
50.35,54.2,57.15
534.533333333333,482.133333333333,509.266666666667
583.1,578.933333333333,573.4
80.8,87.1333333333333,83.5666666666667
40.7666666666667,33.1,35.5
35.25,29.25,30.25
306.866666666667,304.466666666667,314.766666666667
1902.46666666667,1802.2,1894.66666666667
380.566666666667,389.133333333333,410.833333333333
33.6,29.75,33.2
24.4,17.1,20.2
75.0666666666667,76.6,71.9333333333333
271.2,260.233333333333,283.166666666667
2814.56666666667,2807.7,2855.76666666667
505.966666666667,434.133333333333,518.1
16.4,16.4,18.4
155.766666666667,155.466666666667,157
165.9,152.766666666667,179.4
181.933333333333,136.433333333333,159.4
18.6,16.1,18.6
201.833333333333,189.833333333333,204.566666666667
196.633333333333,175.3,185.466666666667
833.2,916.9,842.066666666667
125.133333333333,173.5,136.333333333333
831.066666666667,771.833333333333,777.133333333333
31.2,29.4,33.8666666666667
21.4,23.1,24.8
70.35,67.7,65.5
53.7,47.2333333333333,52.3666666666667
2832.96666666667,2642.2,2675.76666666667
681.9,682.933333333333,676.366666666667
29.2,28.1,32.4
90.7666666666667,96.1333333333333,94.6333333333333
1695.46666666667,1682.46666666667,1588.36666666667
147.6,142.9,138
1072.63333333333,1053.56666666667,1115.9
179.3,167.1,162.766666666667
446.233333333333,431.033333333333,434
148.166666666667,152,154.866666666667
28.2333333333333,28.3666666666667,31.4333333333333
117.466666666667,104.5,117.866666666667
126.166666666667,128,135.4
294.666666666667,237.066666666667,260.9
20,19.25,15.6
4135.63333333333,4192.13333333333,4123.9
3248.3,3011.53333333333,3197.2
82.9333333333333,84.3333333333333,88.8666666666667
252.466666666667,246.5,245.533333333333
1534.5,1482.4,1520.8
135.533333333333,143,159.633333333333
72.8333333333333,76.8333333333333,76.2666666666667
152.55,141.7,129.4
379.2,352.233333333333,375.266666666667
363.533333333333,338.666666666667,376
42.5,45.35,43.45
75.15,78.75,81.35
78.3,65.3,64.95
362.1,382.233333333333,375.266666666667
583.2,560.7,598.533333333333
49.8333333333333,44.9666666666667,47.5666666666667
89.6,111.333333333333,106.633333333333
421.266666666667,412.133333333333,389.633333333333
25.65,22.8,22.5
35.4333333333333,37.6,35.6
143.166666666667,147.266666666667,137.233333333333
19.3,26.8,23.1
128.666666666667,119.533333333333,133.233333333333
264.533333333333,237.733333333333,262.666666666667
36754.9,39976.0333333333,37697.6666666667
1052.6,1116.46666666667,1051.46666666667
63.9,53.8,59.1
119.166666666667,114.666666666667,114.333333333333
21.55,20.55,21.45
113.633333333333,108.166666666667,120.933333333333
225.033333333333,217.8,236.3
422,436.7,438.966666666667
19.1,17.95,19.25
21.3,21.2,23.4666666666667
110.4,104.6,111.233333333333
1563.26666666667,1518.6,1555.73333333333
21.5,20.6,22.8
433.166666666667,434.7,434.333333333333
18.3,12.8,14.8
126.466666666667,134.933333333333,126.166666666667
40.35,39.4,38.7
429.1,448.5,451.366666666667
139.9,148,156.1
9943,10232.9666666667,10300.7
84.5333333333333,69.7666666666667,74.1
29.95,38.15,37.4
55.4666666666667,58.7333333333333,55.1333333333333
384.933333333333,378.066666666667,357.233333333333
598.733333333333,663.766666666667,687.133333333333
606.366666666667,538.2,578.766666666667
448.566666666667,443.2,502.466666666667
6062.76666666667,5921.6,6265.43333333333
281.3,290.633333333333,279.266666666667
20.6,21.4,23.9
564.6,518.933333333333,529.666666666667
239.266666666667,203.9,224.833333333333
87.7,85.7,91.1
9.1,14.9,12.2
144.1,123.433333333333,131.066666666667
564.1,599.633333333333,563.033333333333
794.733333333333,742.766666666667,857.2
25.6,19.8,18.7
657.166666666667,644.866666666667,638.133333333333
175.766666666667,150.933333333333,169.066666666667
130.866666666667,115.8,126.9
159.85,163.75,162.9
136.9,135.033333333333,132.166666666667
2857.4,2824,2827.26666666667
19.7,23.35,21.25
221.933333333333,211.033333333333,219.7
42.1666666666667,45.5666666666667,43.7
3113.66666666667,2993.83333333333,3164.26666666667
33.55,32.8,37.75
246.6,258.633333333333,243.866666666667
341.633333333333,363.366666666667,349.9
44.15,48.45,48.85
109.2,121.133333333333,119.7
509.566666666667,527.666666666667,481.8
83.65,88.75,81.8
2521.23333333333,2446.86666666667,2507.33333333333
19.8,24.3,20.4
1878.76666666667,1848.33333333333,1851.26666666667
49.0666666666667,46.9333333333333,46.7333333333333
391.166666666667,396.6,396.733333333333
393.566666666667,412.766666666667,396.266666666667
25.3,25.4666666666667,22.0666666666667
322.666666666667,300.166666666667,300.233333333333
44.6666666666667,45.3666666666667,37.7
21.35,27.4,27.25
18.6,18.3,18.2
284.6,248.6,266.9
400.633333333333,447.666666666667,439.6
47.8,44.2333333333333,38.9666666666667
275.066666666667,268.666666666667,266.566666666667
585.4,591.533333333333,590.666666666667
19.5666666666667,15.3333333333333,20.3
24.4,24.5,22.3
23.9333333333333,25.1,23.7666666666667
62.0666666666667,64,65.1333333333333
108.433333333333,101.266666666667,99
13132.9333333333,13741,13021.3666666667
49.6,41.55,47.75
2427.26666666667,2312.5,2396.7
32.1,34.6,30.8
38.9,40.5333333333333,41.5666666666667
64.3333333333333,72.4,69.7
47.2333333333333,47.4666666666667,44.2666666666667
78.6,73.1333333333333,75.7
2934.83333333333,2994.6,3033.1
33.1,34.1,33.6
18.5,19.1,18.55
472.566666666667,459,454.6
24.7,21.9,20.4
82.4666666666667,86.2666666666667,93.9666666666667
124.033333333333,118.8,121.533333333333
321.766666666667,295.1,307.1
1571.73333333333,1521.13333333333,1532.1
202.733333333333,229.1,226.566666666667
15.1333333333333,15.0666666666667,15.5333333333333
31.35,22.1,26.3
600.166666666667,569.4,665.533333333333
83.1333333333333,80.4,77.3
46.4666666666667,43.9333333333333,48.9
56.8,54.1666666666667,62.1666666666667
69.4333333333333,65.0666666666667,65.6
77.6,67.9,70
329.066666666667,274.766666666667,297.233333333333
51.6666666666667,47.1666666666667,49.6666666666667
42.8333333333333,39.7333333333333,44.3333333333333
29.5333333333333,28.8,29.1333333333333
78.1666666666667,75.9,74
110.266666666667,135.266666666667,116.066666666667
296.766666666667,276.466666666667,282.033333333333
291.8,273.033333333333,305
559.933333333333,587.666666666667,563.2
47.2,39.4,45.2
169.233333333333,170.133333333333,159.766666666667
117.366666666667,113.266666666667,117
38,37.8,38.1
49.85,53.6,53.65
19.3,14.1,13.1
59,55.2,55.4333333333333
104.666666666667,102.366666666667,98.6333333333333
70.6666666666667,62.8,63.3333333333333
981.3,935.866666666667,921.233333333333
763.766666666667,806.033333333333,806.066666666667
517.533333333333,533.9,517.933333333333
480.3,468.533333333333,464.033333333333
20.3,19.1,16.2
17.9,16.8,16.4
459.9,447.7,436.4
100.3,101,98.6
97,99.4,97.4333333333333
2671.03333333333,3048.1,2740.03333333333
108.5,129.95,116.85
192.166666666667,191.533333333333,192.9
142.166666666667,129.4,150.533333333333
22.5,23.2,26.9
49.1666666666667,49.6,45
65.5333333333333,59.1,62.3333333333333
78.3,71.9666666666667,77.6333333333333
211.666666666667,206.2,221.3
127.266666666667,133.3,134.966666666667
65.1333333333333,64.3,56.9666666666667
111.433333333333,98.2333333333333,105.366666666667
349.066666666667,307.3,320.733333333333
32.4,22.4,22.9
1648.8,1549.86666666667,1605.93333333333
208.733333333333,220.633333333333,215.7
50.5333333333333,51.5666666666667,50.9
99.2333333333333,98.6,102.366666666667
43.5,44.4,44.6
122.5,119.7,119.033333333333
109.033333333333,110,113.733333333333
612.6,653.066666666667,616.066666666667
84.4,78.7333333333333,85.0666666666667
360.366666666667,334.1,356.166666666667
147.466666666667,168.066666666667,150.266666666667
688.6,688,649.233333333333
306.066666666667,325.5,327.2
266.033333333333,263.066666666667,279.866666666667
125.833333333333,129.666666666667,138.3
53,49.6,54.1
55.6333333333333,51,54.6666666666667
2931.23333333333,3043.96666666667,3043.86666666667
297.566666666667,276.9,264.7
202.5,196.633333333333,204.933333333333
385.566666666667,339.566666666667,362.6
17.4333333333333,19.0666666666667,15.1
169.166666666667,155.2,164.766666666667
18.2,15.6,19.95
44.35,46.2,38.85
868.666666666667,816.633333333333,850.133333333333
1258.1,1242.9,1218.66666666667
392.8,383.233333333333,388.833333333333
28.7,24.4,33.2
117.066666666667,107.5,121.333333333333
364.633333333333,403.5,380.433333333333
40.5,34.2,40.15
70.2666666666667,60.4,69.2666666666667
60.6333333333333,49.5666666666667,58
43.6,44.1,40.1
516.333333333333,510.1,533.6
1173.4,1139.26666666667,1088.76666666667
276.866666666667,293.333333333333,304.366666666667
30.15,31.05,35.4
80.2,86.6333333333333,90.6
10954.0333333333,10828.2,11367.4666666667
1090.06666666667,1216.36666666667,1223.13333333333
4613.2,4291.56666666667,4614.13333333333
11.6,12.8,14
22.1,23.6,25.7666666666667
29.0666666666667,29.7666666666667,27.6
232.2,245.066666666667,231.466666666667
180.033333333333,162.7,167.466666666667
574.6,585,576.9
19.3,16.25,20.9
89.7666666666667,94.0666666666667,89.0666666666667
2676.5,2561.46666666667,2707.43333333333
26.3,20.1,27.2
88.6666666666667,88.9333333333333,94.9666666666667
187.166666666667,190.333333333333,197.833333333333
2062.6,2270.76666666667,2151.53333333333
686.433333333333,778.733333333333,703.5
28.7333333333333,21.5333333333333,22.6
13.6,16.1,15
266.466666666667,294.866666666667,303.4
267.766666666667,270.933333333333,249.633333333333
42.3,42.8,43.3
516.066666666667,572.7,524.066666666667
307.5,302.7,309.7
72.1,64.2,67.6333333333333
69.4666666666667,67.7,62.0333333333333
23.2,23.7,22.15
62.3666666666667,55.3333333333333,59.2
75.5666666666667,68.9,66.9333333333333
9038.03333333333,9015.9,9181.33333333333
171.566666666667,156.733333333333,154.233333333333
66.2,55.1,60.4666666666667
152.2,151.933333333333,152.233333333333
75.35,66.25,74.6
82.5,65.6666666666667,67.9
99,93.2333333333333,96.2666666666667
65.4666666666667,63.9333333333333,60.9333333333333
604.466666666667,605.7,615.866666666667
654.966666666667,567.066666666667,586.066666666667
164.6,148.433333333333,149.666666666667
35.7,43.9333333333333,39.2
73.65,67.55,69.9
359.766666666667,360.633333333333,344.366666666667
49.7333333333333,47.4666666666667,43.7333333333333
4567.3,4673.3,4660.06666666667
85.7333333333333,81.1333333333333,84.6
19.0666666666667,19.6,18.4
93.3333333333333,76.3666666666667,87.1333333333333
100.433333333333,89.3333333333333,104
188.266666666667,181.933333333333,192.733333333333
32.5,28.6333333333333,32.3
40.2,42.1,46.4
381.066666666667,390.133333333333,376.966666666667
66.8666666666667,70.5333333333333,68.9666666666667
55.5666666666667,49.7,54.9
34,30.4,35.1
