drug1,drug2,drug3
152.166666666667,165.825,141.333333333333
45.5,44.5,47.4
2487.06666666667,2443.3,2367.96666666667
334.7,340.025,315.733333333333
156.766666666667,158.625,166.566666666667
210.7,217.225,211.366666666667
16.7,14.7,10.5
276.866666666667,257.95,278.333333333333
218.666666666667,185.6,212.233333333333
294.933333333333,291.5,298.4
136.666666666667,104,136.2
4276.03333333333,4217.975,4132.93333333333
5603.63333333333,5422.575,5728.5
117.333333333333,115.85,119.533333333333
39.8333333333333,50.9,81.9666666666667
200.333333333333,199.95,189.633333333333
86.8,88.975,90.5
120.466666666667,121.375,102
149.733333333333,173.775,146.133333333333
37.0333333333333,46.4,42.4
122.966666666667,154.025,146.466666666667
58.8666666666667,63.175,51.1
68.1,69.05,64.6666666666667
243.3,234.5,210.266666666667
118.1,109.375,94.8666666666667
231.866666666667,232.6,641.6
132.5,145.475,104.566666666667
162.6,155.425,166.733333333333
14.1,15.5,19
120.366666666667,110.95,125.733333333333
50.1333333333333,46.75,44.8666666666667
46.0333333333333,45.025,52.9666666666667
45.1666666666667,39.625,49.0333333333333
97.9,116.675,116.966666666667
11690.3666666667,11884,11693.2
656.8,645.925,621.3
43.3666666666667,34.45,30.9
152.433333333333,118.55,162
76.2333333333333,61.125,75.1333333333333
76.35,88.1666666666667,75.8
123.866666666667,124.8,120.433333333333
12.4,13.2,6.9
454.233333333333,492.6,429.066666666667
196.6,217,199.466666666667
43.8666666666667,45.225,49.2
361.566666666667,378.175,381.633333333333
22,25.2,22.65
15.35,14.75,16.7
1513.5,1560.8,1780.36666666667
22.9,21.375,21.1
153.666666666667,131.75,146.1
355.133333333333,363.125,402.833333333333
83.6,71.7,96.1666666666667
35.55,36.25,35.6
364.5,356.75,374.5
2069.36666666667,1977.325,1994.2
29.1,32.25,27.75
331.366666666667,367.225,378.066666666667
2384.83333333333,2448.6,2434.86666666667
771.766666666667,744.975,793.966666666667
1630.3,1660.575,1588.46666666667
49.75,46.5,78.35
1607.56666666667,1509.225,1579.7
192.4,213.625,176.166666666667
20.9666666666667,22.35,21.4666666666667
106.666666666667,108.9,106.766666666667
123.7,113.525,123.166666666667
73.7333333333333,73.825,79.5
39.9,35.6,38.5
2635.63333333333,2628.05,2595.2
20.6,26.4,25.5
30.25,30.5666666666667,32.7
770.033333333333,716.3,730.233333333333
81.9666666666667,89.175,73.5333333333333
465.6,441.325,485.666666666667
66.6,56.4333333333333,59.85
47.9,55.2,49.7333333333333
90.6666666666667,76.125,104.366666666667
12.8,10.6,12.6
229.866666666667,236.05,208.766666666667
1684.36666666667,1649.075,1671.36666666667
515.533333333333,521.775,501.633333333333
152.966666666667,164.55,139.233333333333
76.5,67.3666666666667,62.05
180.966666666667,177.375,166.466666666667
288.733333333333,283.4,290.833333333333
37.85,27.6666666666667,34.9
93.7333333333333,96.625,85.8666666666667
7583.53333333333,7395.275,7576.46666666667
25.9,23.375,24.7333333333333
2630.66666666667,2562.25,2603.46666666667
19,15.8,12.5
179.166666666667,163.975,159.566666666667
18.4,20.1,24.2333333333333
27.2,26.9,22.2666666666667
20.3,16.3,25.6
70.8333333333333,57.625,66.3666666666667
63.95,47.4333333333333,57.65
1034.1,1055.85,1088.73333333333
755.3,808.375,823.433333333333
12.9,18.4333333333333,18
433.533333333333,389.85,426.433333333333
86.6333333333333,80.775,79.6
92.1,105.375,107.966666666667
10.1,13.8,11.3
55.85,55.2,62.4
108.566666666667,106.95,97.5333333333333
26.1,24.8666666666667,26.05
38,33.85,34.05
39.0333333333333,39.725,32.4333333333333
252.833333333333,298.4,245.4
364.833333333333,353.25,408.966666666667
5658.83333333333,5523.2,5527.06666666667
164.5,167.45,251.7
355.933333333333,348.9,344.566666666667
127.9,110.375,121.466666666667
95.8,93.625,96.1666666666667
105.9,95.075,91.6666666666667
545.066666666667,553.9,532.933333333333
406.833333333333,378.675,381
13.4,11.8,11.6
27.4,26.85,27.4
56.7666666666667,58.575,44.5
156.466666666667,177.725,155.833333333333
45.25,41.6,42.7
13009.6,13397.025,13650.6333333333
175.5,168.725,178.866666666667
222.4,245.225,210.133333333333
1243.46666666667,1194.175,1224
86.6333333333333,79.025,72.4
558.733333333333,506.575,541.133333333333
255,326.7,315.233333333333
157.766666666667,156.225,199.9
11.6,12.3,10.8
363.966666666667,357.7,367.8
223.7,215.15,209.633333333333
246.033333333333,236.025,207.733333333333
119.333333333333,112.05,113.333333333333
1809.33333333333,1790.325,1816.93333333333
41.1,45.7,57.3
172.4,149.5,156.033333333333
75.9,71.55,68.5
381.8,328,378.933333333333
278.666666666667,246.575,218.466666666667
50.0666666666667,44.475,44
46.0666666666667,39.2,44.3
654.9,625.925,593.066666666667
2122.16666666667,2157.775,1920.3
329.8,311.8,343.633333333333
889.966666666667,870.925,925.566666666667
61.2,61,54
20.1,17.55,17.5
1130.36666666667,1097.325,1119.2
47.7666666666667,41.55,45.8
12.5,13.6,14.5
69.7333333333333,71.4,68.7
102.566666666667,120.65,105.9
68.5,50.325,93
13.3,12.6,17.2
90.2,91.5,85.6333333333333
238.2,225.525,205.333333333333
72.7333333333333,68.5,73.8
44.1333333333333,42.975,45.2333333333333
53.95,61.8333333333333,51.6
119.566666666667,153.85,123.733333333333
172.2,175.425,163.733333333333
31.2333333333333,30.6,31.8
39.9666666666667,37.625,29.3
634.166666666667,577.7,608.7
1648.83333333333,1605.775,1758.06666666667
100.7,108.733333333333,86.25
83.7,68.575,72.7
162.766666666667,135.425,194.533333333333
98.5666666666667,83.9,91.0333333333333
49.9666666666667,44.175,49.7666666666667
4209.5,4155.85,4003.76666666667
20.9,19.8,14.7
482.966666666667,460.85,484.666666666667
426.3,415.825,419.433333333333
32.2,31.45,32.5
243.033333333333,253.275,230.4
22.25,22.1,20.5
73.75,59,64.7
50.65,50.2,50.1
204.4,203.05,201.333333333333
60.3,51.1,48.15
587.133333333333,567.75,534.966666666667
1320.3,1311.775,1300.46666666667
135.966666666667,131.2,137.066666666667
39.6,37.3,40.55
35,36.6,30.3
181.233333333333,168.225,184.8
43.5,46.9,54.5
35.2,25.3,27.9
119.566666666667,124.45,114.6
444.133333333333,407.375,438.533333333333
1762.86666666667,1838.575,1671.2
1002.1,1013.05,935.233333333333
4273.26666666667,4393.325,4314.83333333333
40,37.2,40.3
9718.63333333333,9860.225,10216.6333333333
467.033333333333,483.6,446.733333333333
241.7,219.45,204.133333333333
577.966666666667,621.125,561.233333333333
215.6,208.725,223.466666666667
37.4333333333333,33.125,39.7333333333333
30.4666666666667,41.325,29.1666666666667
880.266666666667,871.25,891.4
34.6,40.95,36.7
78.25,84.4,79.25
10.85,12.25,12.2
37.05,35.1,37.95
364.833333333333,337.4,345.733333333333
65.3,62.225,59.1333333333333
117.6,94.325,81.8333333333333
3412.23333333333,3487.95,3055.2
18,20.2,15.5
1831.73333333333,2028.85,2593.23333333333
231,238.35,202.333333333333
811.4,810.95,867.366666666667
374.633333333333,368.275,409.6
251.233333333333,222.025,268.166666666667
17.9,20.3,16.4
15.6,14.8,12.55
25.2,26.7,21.45
1643.2,1512.35,1615.53333333333
1535.53333333333,1458.575,1557.63333333333
125.3,106.075,76.7
87.5,66.15,79.4666666666667
103.55,76,60.5
686.566666666667,731.125,666.1
6477.8,6684.175,6396.56666666667
431.966666666667,355.575,533.9
97.3666666666667,99.4,91.6333333333333
106.766666666667,101.775,116.8
63.0666666666667,75.55,65.6333333333333
360.133333333333,356.575,391.2
184.8,139.4,174.666666666667
379.9,362.025,370.033333333333
797.333333333333,763.85,783.033333333333
508.9,507.9,487.366666666667
207.866666666667,214.875,202.3
773.7,775.05,792.633333333333
452.9,395.375,468.233333333333
687.566666666667,663.85,656.633333333333
1772.86666666667,1853.175,1749.83333333333
1380.86666666667,1413.05,1351.9
12.45,11.7,12
15.2,17.6,20.7
59.3333333333333,56.75,47.9
155.366666666667,139.325,158.9
818.466666666667,738.375,866.9
366.1,299.75,351.633333333333
47.15,46.9,63.75
7484.06666666667,7421.375,8025.16666666667
1063.5,1003.4,1043.33333333333
36.8,34.6,34.9
113.633333333333,84.25,109.166666666667
220.133333333333,201.725,225.766666666667
105.566666666667,91.775,113.7
33,32.4,39.1
67.8666666666667,66.35,71.4333333333333
115.033333333333,92.25,91.2333333333333
3234.26666666667,3446.775,3468.66666666667
53.35,55.35,52.55
20.4,18.9333333333333,21.65
1891.06666666667,1912.175,1993.13333333333
739.366666666667,701.7,722.633333333333
84.9,73.65,92.3
189.333333333333,158.975,161.966666666667
529.533333333333,482.775,507.1
125.266666666667,112.375,128.933333333333
734.4,749.3,705.833333333333
932.6,976.325,1226.06666666667
50.8333333333333,52.25,48.7333333333333
46.7,54,44.75
26.8,23.4333333333333,23.3
15.7,14.1,20.25
1152.73333333333,1125.2,1172.3
4134.73333333333,4018.5,4424.86666666667
126.8,107.575,133.766666666667
262.933333333333,250.4,233.233333333333
505.366666666667,511.85,457.333333333333
203.966666666667,184.325,221.333333333333
4633.4,4529.5,4347.83333333333
7239.06666666667,7525.525,7280.83333333333
23.5,28.5,28.4
302.7,289.375,303.4
31.4,36.2333333333333,25.85
91.7333333333333,87.8,69.5
112.1,112.1,101.6
23.5,19.6,14.9
26.3666666666667,23.15,25.4666666666667
117.866666666667,116.075,120.2
904.533333333333,955.1,900.3
105.9,82.9,106.966666666667
320.5,275.025,306.333333333333
30.3,34.4666666666667,31.05
300.733333333333,272.95,305
297.8,283.175,287.233333333333
77.2333333333333,76.1,69.6
6008.7,5822.725,5744.4
30.05,27.4,29.3
81.1333333333333,72.4,79.5666666666667
876.8,857.075,868.6
30.35,28.3,24.3
82.8666666666667,95,73.4666666666667
16.4,17.375,19.1666666666667
24.2,27.1,19.6
14.2,16.2,12
145.266666666667,135.375,144.733333333333
81.4,71.975,69.1
12.7,13.4,12.35
34.4,31.8,38.4
18.6,17.85,18.4666666666667
154.8,134.675,165.733333333333
217.233333333333,207.825,216.533333333333
199.433333333333,192.75,169.133333333333
310.233333333333,302.25,281
517.933333333333,479.025,469.2
290.666666666667,294.6,287.866666666667
478.3,434.8,500.666666666667
191.266666666667,179.2,195.5
332.233333333333,342.625,336.333333333333
332.766666666667,308.05,298.9
23.8,22.25,27.1666666666667
170.033333333333,157.425,164.5
309.133333333333,261.95,291.233333333333
663.666666666667,756.8,663.333333333333
412.033333333333,390,301.733333333333
167.533333333333,165.05,161
349.233333333333,359.625,391.633333333333
440.5,429.7,422.7
255.2,222.725,222.966666666667
40.25,42.85,47.35
287.566666666667,275.4,274.4
142.3,119.1,138.033333333333
433.2,426.575,467.233333333333
648.466666666667,674.9,745.966666666667
277.166666666667,242.85,243.866666666667
14.3,12.9,12.8
2783.1,2564.4,2500.86666666667
56.8333333333333,48.3,60.9333333333333
86.3,97.3,93.5666666666667
161.966666666667,145.55,141.933333333333
86.6,92.925,79.8333333333333
35.5,37.1333333333333,31.35
1267.03333333333,1297.325,1246.43333333333
110.766666666667,120.55,110.4
338.633333333333,386.275,347.166666666667
70.6666666666667,68.875,80.9333333333333
225.3,246.3,228.9
20.35,18.8,21.7
120.133333333333,117.4,132.333333333333
239.866666666667,254.5,236.933333333333
290.466666666667,284.9,258.566666666667
35.6,34.9,39.8
1635.6,1559.175,1612.83333333333
20.65,19.35,18.35
50.5,42.4,49.8666666666667
15,14.75,13.65
622.166666666667,605.7,733.266666666667
163.7,169.95,149.566666666667
68.3333333333333,60.925,70.5
11.5,13.7,9.7
84.4,66,78.4
143.5,146.025,165.366666666667
1123.63333333333,1119.075,1226.6
211.166666666667,195.55,189.066666666667
443.3,446.3,449.233333333333
198.233333333333,177.55,221.866666666667
53.2333333333333,43.95,57.5666666666667
331.033333333333,325.525,383.166666666667
288.1,258.8,322.766666666667
242.333333333333,232.725,232.433333333333
322.366666666667,322.65,314.133333333333
2029.93333333333,2000.6,2117.33333333333
32.4,29.5,22.1
1614.73333333333,1603.625,1724.73333333333
95.9333333333333,95.925,75.1333333333333
37.3,29.375,36.7666666666667
595.366666666667,560.2,577.4
63.1,64.5,63.3
56.0666666666667,53.55,48.9
557.933333333333,581.65,546.8
69.7333333333333,70.425,65.7333333333333
89.0666666666667,96.55,95
1149.23333333333,1137.2,1110.86666666667
171.566666666667,158.7,155.233333333333
59.3,64.45,69.7
199.233333333333,214.6,183.9
17.2,15.9,17.3
274.466666666667,280.225,260.233333333333
616.966666666667,611.15,691.033333333333
63.6,64.75,68.1666666666667
1235.76666666667,1181.25,1210.46666666667
23.6,22.45,23.0333333333333
258.666666666667,248.85,243.1
2755.93333333333,2540.5,2857.3
264.1,251.7,286.566666666667
51.0333333333333,50.325,53.0666666666667
1158.23333333333,1145.025,1140.53333333333
136.266666666667,148.975,148.133333333333
45.1333333333333,40.95,50.5666666666667
232.533333333333,259.775,238.066666666667
506.2,468.175,557.4
127.6,133.1,151.2
106.033333333333,103.925,104.866666666667
97.1333333333333,97.8,90.5666666666667
3201.93333333333,3308,3052.83333333333
122.8,103.2,123
661.333333333333,605.7,659.633333333333
499.133333333333,476.525,512.466666666667
179.066666666667,205.825,177.1
12.4,12.9,12.3
1139,1036.85,1026.16666666667
2167.4,2101.65,2250.56666666667
44.6,41.4333333333333,39.6
215.333333333333,201.15,226.1
4160.43333333333,4238.8,4081.3
68.8,69.4,70.3
471.4,478.075,431.1
2144.2,2091.325,2022.5
607.333333333333,581.675,586.366666666667
54.3,47.6,36.2
247.8,249,247.733333333333
30.5,31.425,28.0666666666667
31.3,33.25,26.45
327.1,303.825,304.266666666667
54.4,64.525,57.8666666666667
135.966666666667,148.425,134.033333333333
55.2666666666667,51.775,54.1333333333333
1594.7,1516.425,1577
1677.3,1687.275,1617.26666666667
46.6,48.325,42.9
22,23.5,21.4
190.966666666667,179.775,166.433333333333
101.233333333333,102.275,83.9666666666667
117.566666666667,102.175,116.566666666667
34.9,36,36.9
1472,1481.65,1399.56666666667
155.366666666667,175.875,151.633333333333
83.1666666666667,72.925,80.0666666666667
44.45,44.4,48.05
352.566666666667,362.5,323.7
14,15.3,15.6
191.233333333333,188.625,209.333333333333
310.033333333333,312.675,304.133333333333
1366.1,1484.625,1590.23333333333
23.95,23.5666666666667,22.1
111.433333333333,109.1,102.633333333333
437.4,395.2,434.6
106.833333333333,102.4,100.3
218.166666666667,207.15,214.733333333333
120.4,126.2,135.966666666667
26.1,19.5666666666667,24.05
917,926.675,977.266666666667
357.366666666667,304.45,358.833333333333
58.5,61.15,62.3333333333333
13.7,13.7,12.7
458.133333333333,417.575,480.1
230.966666666667,211.075,212.7
19.2666666666667,25.6,17.4666666666667
32.8666666666667,31.9,23.8
360.5,332.35,365.3
1293.26666666667,1366.1,1255.43333333333
1723.86666666667,1640.675,1648.76666666667
456.566666666667,457.55,595.133333333333
40.1333333333333,37.475,37.3333333333333
788.566666666667,773.375,841.966666666667
197.9,175.45,187.366666666667
227.266666666667,221.05,197.3
2594.16666666667,2597,2583.86666666667
72.5,70.25,68.2
322.6,269.675,329.533333333333
59.9,64.425,54.2333333333333
13.3,16.15,14
141,127.15,135.833333333333
5804.9,5841.525,5973.86666666667
469.066666666667,463.7,448.633333333333
29.0666666666667,34,37.4666666666667
295.133333333333,280.2,311.966666666667
94.65,79.4,84.5
354.4,343.9,493.566666666667
80.6,81.3,67.7333333333333
17.1,9.8,14.8
1290.73333333333,1320.975,1237
2521.6,2627.7,2595.7
525.533333333333,517.225,564.133333333333
479.633333333333,461.325,461.3
1525.26666666667,1558.375,1489.4
65.4666666666667,52.075,71.3333333333333
272.766666666667,262.75,244.433333333333
5046.73333333333,4982.575,4656.93333333333
6127.63333333333,5913.525,5628.83333333333
148.133333333333,134.875,133
838.1,832.15,878.966666666667
113,114.25,111.066666666667
195.233333333333,197.1,178.466666666667
25.45,23.9333333333333,22.85
226.633333333333,227.875,221.966666666667
213.533333333333,181.225,187.266666666667
1195.3,1185.925,1182.1
951.566666666667,967.8,948.433333333333
48.6666666666667,59.125,54.4
1342.06666666667,1248.375,1419
1282.43333333333,1206.8,1264.43333333333
51.2,44.175,65
41.95,41.25,40.75
744.2,735.35,678.866666666667
175.1,186.45,198.366666666667
55.8,45.6,47.1666666666667
1324.06666666667,1347.75,1328.3
600.966666666667,582.3,683.233333333333
18.3,15,17
597.4,612.375,570.666666666667
34.95,38.5333333333333,38.2
71.45,71.2,63.75
1993.06666666667,2077.025,2640.66666666667
5281.96666666667,5279.65,5635.06666666667
3501.4,3228.975,3409.4
408.266666666667,383.15,387.933333333333
68.3666666666667,68.1,66.9666666666667
54.8333333333333,44.075,41.5
1146.26666666667,1021.95,1120.16666666667
265,246.775,249.433333333333
29.4,26.9,29.8
22.25,27.55,31.85
277.5,259.3,273.333333333333
29.35,21.6666666666667,27.2
98.9,92.25,97
90.1333333333333,85.825,88.6666666666667
1540.53333333333,1449.325,1497.4
1407.36666666667,1401.825,1474.1
24.2,22.3,9.8
62.6333333333333,60.85,74.7333333333333
73.9,75.75,79.1666666666667
44,36.8,42.2
1310.63333333333,1290.775,1363.23333333333
696.2,680.35,661.533333333333
1124.76666666667,1156.15,1215.36666666667
7228.3,6877.75,7385.66666666667
27.75,27.3,26.65
90.1333333333333,89.925,81.3666666666667
128,122.35,127.933333333333
51.4,40.675,40.2333333333333
37.95,36.7,40.2
28.1,35.9333333333333,32.65
13721.1666666667,13780.175,12137.5333333333
66,74.075,67.1333333333333
47.8,45,50.2
2127.26666666667,2164.175,2083.8
1506.33333333333,1444.675,1420.13333333333
22.4,27.5,27.9
30.4,26.95,29.6
2095.03333333333,2086.425,2177.7
63.8,60.6,62.3
16.2,18,15
41.9333333333333,40.65,37.4
16.6666666666667,21.025,18.1666666666667
138.433333333333,143.05,145.666666666667
949.333333333333,929.3,1167.2
226.8,242.9,310.966666666667
595.266666666667,587.1,562.533333333333
551.566666666667,549,564.466666666667
642.566666666667,622.2,709.066666666667
816.9,821.625,753.833333333333
373.733333333333,395.825,352.4
465.933333333333,454.875,474.4
108.033333333333,122.7,110.033333333333
19.8,18.6,18.6
66.7,60,23.8
670.6,655.1,674.4
52.5,58.225,61.3666666666667
21.3666666666667,19.725,14.9333333333333
2477.2,2389.65,2560.86666666667
30.3,27.6,35.6
1778.23333333333,1668.45,1742.3
2913.5,2887.65,2748.53333333333
178.466666666667,188.625,139.166666666667
80.45,84.3,78.55
26.2,27.05,23.1
131.233333333333,109.75,115.666666666667
2409.83333333333,2415.95,2489.5
1021.03333333333,970.025,941.733333333333
58.6,66.325,66.8
78.2,67.225,76.3
54.7333333333333,54.125,63.9666666666667
30.1666666666667,34.825,26.0333333333333
1793.8,1766.925,1950.9
524.133333333333,528.175,535.066666666667
1624.43333333333,1570.675,1557.1
416.433333333333,465.7,430.266666666667
2331.43333333333,2340.35,2437
569.1,573.75,555.1
70.4,63.15,62.5
673.4,659.675,618.366666666667
218.5,223.825,221.5
85.8,86.4,101.4
81.8333333333333,89.25,88.9666666666667
15.1,13.3,11.9
1394.5,1259.75,1529.5
460.133333333333,486.6,464.933333333333
15.3,14.65,11.05
147.1,160.175,131.766666666667
325.8,337.625,336.433333333333
2560.3,2493.625,2559.66666666667
19.8333333333333,27.45,24.4
64.9,66.675,64.9666666666667
1319.96666666667,1290.5,1216.73333333333
4598.86666666667,4540.05,4242.43333333333
46.4,42,43.8666666666667
141.566666666667,141.2,147.233333333333
22.8,24.85,23.8666666666667
109.233333333333,93.375,101.5
1093.7,1051.525,1072.9
54.05,52.8,58.85
2124.4,2282.675,2300.3
149.933333333333,137.125,144.533333333333
1434.53333333333,1465.575,1331.83333333333
732.833333333333,727.35,730.533333333333
219.133333333333,212.975,197.033333333333
3730.96666666667,3777.8,3555.33333333333
1699.86666666667,1608.025,2110.43333333333
1014.7,958.25,985.166666666667
12.6,8.4,12.3
24.9666666666667,20.65,22.2
312.166666666667,291.375,306.133333333333
3055.8,3206.725,4048.4
1774.03333333333,1733.875,1730.26666666667
315.966666666667,322.85,302.2
1088.43333333333,1081.1,1135.83333333333
6314.93333333333,6486.6,6314.5
39.4666666666667,48.6,67.1
790.566666666667,760.175,734.3
86.3666666666667,83.7,68.7
59.1,65.3,44.6
8097.3,8072.525,7863.8
381.633333333333,369.9,306.633333333333
76.9,86.275,78.6666666666667
137.3,121.375,132.5
347.5,336.075,286.233333333333
41.25,38.8,35.7
292.3,277.05,250.166666666667
411.333333333333,393.9,367.8
112.766666666667,121.05,114.7
168.933333333333,191.625,198.8
45.3,45.725,39.8333333333333
37.3,38,27.3
106.566666666667,106.25,119.666666666667
58.2,56.3,52.4666666666667
115.4,111.275,99.8333333333333
51.6,55.4,48.6
82.5333333333333,77.55,80.1333333333333
721.433333333333,686,729.4
480.1,448.4,470.033333333333
49.5666666666667,49.55,52.1
26.2333333333333,28.2,27.9
14,16,17.9
2913.83333333333,2993.65,2928.93333333333
1613.13333333333,1575.975,1519.46666666667
1768.43333333333,1784.275,1819.53333333333
5696.33333333333,5564.825,5762.03333333333
145.266666666667,147.65,153.9
133.466666666667,141.55,129.8
22.4,23.3333333333333,22
57.3333333333333,55.3,42.5666666666667
6521.96666666667,6504.85,6526.73333333333
1571.66666666667,1595.65,1671.86666666667
58.8,79.4,54.7
187.466666666667,179.525,190.2
60.6,52.5,50.7
499.8,482.8,508.033333333333
547.166666666667,573.925,568.833333333333
16.8,19.6,19.6
4055.3,3879.7,3845.93333333333
65.6,69.35,61.4666666666667
46.6,44.8,45.2
57.8,51.8,54.2
237.366666666667,238.2,212.3
140.7,146.65,138.933333333333
31.7,25.7,28.4
2663.06666666667,2550.5,2646.4
221.166666666667,236.45,222.133333333333
587.866666666667,586.45,577.366666666667
180.9,164.575,169.733333333333
649.433333333333,645.1,607.933333333333
1174.1,1201.1,1069.66666666667
1690.8,1776.475,1601.23333333333
87.6,88.65,77.4666666666667
101.1,108.8,88.6333333333333
1744.33333333333,1707.875,1778.03333333333
2884.53333333333,3014.65,2992.73333333333
144.633333333333,129.475,155.733333333333
139.433333333333,125.5,148.033333333333
440.966666666667,381.525,437.533333333333
489.066666666667,472.1,496.066666666667
398.766666666667,364.225,308.633333333333
551.8,590.1,521.3
670.2,628,649.666666666667
43.75,47.9,41.4
27,32.65,34.55
43.3333333333333,42.25,42.3666666666667
1128.96666666667,1194.675,2055.36666666667
431.166666666667,422.15,474.933333333333
14.1,12.8,11.65
35.8,35.1,29.7
484.133333333333,439.95,489.033333333333
277.6,238.325,268.1
24.1,25.9333333333333,28.55
82.3333333333333,68.275,85.4
3455.83333333333,3417.65,3451.56666666667
130.733333333333,126.425,116.933333333333
426.166666666667,416.625,431.666666666667
180.366666666667,177.325,181.433333333333
105.4,105.7,95.95
82.9666666666667,97.6,96.3333333333333
26.9666666666667,28.675,35.3333333333333
32.9666666666667,37.425,33.3666666666667
180.5,190.9,159.833333333333
24.4333333333333,25.25,29.6
291.666666666667,281.475,285.8
4105.6,4484.975,4714.6
11.3,14.75,12.75
1016.73333333333,1025.45,1031.7
18.5,20.025,15.8666666666667
279.5,258.825,284.133333333333
770.933333333333,764.025,887.6
3929.6,3884.55,3793.33333333333
10.6,18.4,18.2
839.2,765.575,804.233333333333
38.5,35.8,43.4
105.166666666667,108.15,89.0666666666667
140.966666666667,141.425,147.933333333333
516.4,478.275,482.633333333333
179.666666666667,159.35,178.833333333333
1507.43333333333,1427.05,1535.9
1893.36666666667,1768.95,2066.5
2675.43333333333,2687.15,2629.16666666667
70.2333333333333,90.475,78.7333333333333
41.4,38.7333333333333,37.25
50.2,46.1,43.8
337.7,326.675,330.333333333333
33.9,33.9,32.6
613.866666666667,559.975,633.866666666667
44.4333333333333,40.7,45.8666666666667
142.75,134.7,134.05
124.733333333333,104.8,115.5
42.1333333333333,39.5,48.2
61.4666666666667,61.25,62.5666666666667
17.3,16.1,14.35
390.8,399.425,381.8
13.95,17.2666666666667,17.35
114.666666666667,91.125,108.633333333333
125.166666666667,127.9,120.666666666667
914.733333333333,974.15,774.933333333333
1696.26666666667,1672.075,1582.46666666667
8312.6,8529,7500.46666666667
547.966666666667,544.25,489.666666666667
1583.2,1457.6,1536.26666666667
16.4,17,11.6
844.966666666667,837.1,775.666666666667
113.266666666667,109.525,105.4
15.9,15.1,12.3
18.3,16.7666666666667,16
213.366666666667,215.425,264.066666666667
262.233333333333,296.075,343.933333333333
19.9333333333333,22.475,17.1666666666667
56.0666666666667,59.175,54.7333333333333
905.833333333333,837.425,907.466666666667
89.8333333333333,110.475,93.9333333333333
67.4333333333333,58,56.7333333333333
495.8,504.025,538.333333333333
970.666666666667,1010.975,921.4
31.5333333333333,29.45,31.7333333333333
37.6666666666667,33.525,34.2666666666667
33.8666666666667,31.925,47.3333333333333
32.65,33.9,28.25
76.1333333333333,87.7,86.3333333333333
327.766666666667,300.925,352.533333333333
963.2,907.325,1035.1
715.566666666667,780.975,677.333333333333
39.7,42.5333333333333,44.05
785.2,812.15,870.466666666667
91.6333333333333,86.525,86.3
15.3333333333333,15.5,15.9
568.733333333333,508.675,511.5
722.866666666667,769.05,685.633333333333
1061.6,996.4,985.933333333333
114.866666666667,109.725,118.233333333333
1588.16666666667,1709.1,1653.76666666667
38.2,37.2,38.1666666666667
63.9333333333333,58.775,61.9666666666667
298.733333333333,258.1,284.533333333333
22.5,25.025,21.6
225.566666666667,195.6,241.033333333333
96.9666666666667,106.425,83.7
5516.63333333333,5263.75,5864.1
1460.2,1447.875,1611.63333333333
215.933333333333,226,209.7
454.333333333333,427.55,415.633333333333
2976.8,2950.425,2821.96666666667
122.533333333333,103.675,106.5
2153.16666666667,2359.175,2250.36666666667
44.9333333333333,38.525,45.9666666666667
1542.86666666667,1447.625,1377.8
17.25,20.0666666666667,17.05
1844.9,2058.175,1876.9
367.1,303.9,360.2
1182.2,1359.55,1089.96666666667
5656.46666666667,5453.05,5596.03333333333
438.8,453.575,445.266666666667
110.666666666667,92.775,127.133333333333
138.3,127.4,140.466666666667
66.6,55.825,60
24.5,19.5,24.75
270.5,278.6,219.466666666667
2421.96666666667,2287.7,2209.56666666667
2723.5,2776.7,3256.63333333333
9342.46666666667,9342.675,8533.63333333333
181.233333333333,178.95,182.333333333333
37.5333333333333,34.4,38.9
1523.86666666667,1472.225,1496.73333333333
2236.33333333333,2134.75,2363.8
330.7,337.775,314.266666666667
32.45,41.1666666666667,41.7
25.85,25.25,25.85
43.4333333333333,42.675,45.0333333333333
75,62.975,70.1333333333333
76.8333333333333,70.825,77.4666666666667
59.4,57.6,56.8333333333333
97.1,87.7,98.4666666666667
17.9,21.6,20.45
152,150.4,154.733333333333
85.1666666666667,82.65,82.4
16.1,16,16.05
141.633333333333,140.45,132.933333333333
1348.8,1391,1285.3
1433.56666666667,1323.225,1339.1
1069.3,1018.375,1121.7
326.166666666667,327.25,317.2
57.9,66.175,58
344.133333333333,377.775,348.533333333333
376.833333333333,364.425,399.5
78.1,71.75,76.3666666666667
254.766666666667,263.925,253.833333333333
333.033333333333,336.175,327.9
125.133333333333,152.05,130.933333333333
5002.63333333333,5557.55,4158.8
5262.53333333333,5070.25,5455.63333333333
71.9333333333333,73.425,69.7333333333333
271.2,269.3,250.633333333333
772.866666666667,762.8,743.9
4848.16666666667,4942.175,5108.2
20.2,18.55,15.6
514.9,463.025,497.633333333333
225.8,208.575,229.533333333333
2839.7,2706.525,2660.86666666667
51.8666666666667,53.05,47.9333333333333
16392.4,16167.375,16517.7333333333
814.733333333333,850.2,835.433333333333
771.766666666667,764.425,732.833333333333
463.666666666667,455.3,455.5
434.8,442.7,454.433333333333
958.866666666667,919.3,984.566666666667
16.9,18.3,20.5
127.833333333333,144.25,124.4
139.7,131.025,130.066666666667
147.366666666667,152.6,133
478.766666666667,456.925,443.166666666667
97.5666666666667,88.725,104
43.3,46.7,34.2
108.333333333333,89.15,107.4
9726.8,9787.375,9981.36666666667
25017.5666666667,26299.625,26361.6
